

   Time         sum(rTop)     sum(rRoot)    sum(vTop)     sum(vRoot)     sum(vBot)    hTop       hRoot      hBot      A-level
    [T]           [L]           [L]           [L]           [L]            [L]        [L]         [L]       [L] 

  1104.00000 -0.172783E+03  0.139631E+03 -0.183434E+03  0.139631E+03 -0.216590E+02   -210.503   -163.736   -446.426    1104
  1105.00000 -0.172769E+03  0.139638E+03 -0.183420E+03  0.139638E+03 -0.216601E+02   -209.228   -164.782   -446.614    1105
  1106.00000 -0.172755E+03  0.139644E+03 -0.183406E+03  0.139644E+03 -0.216612E+02   -209.386   -165.711   -446.802    1106
  1107.00000 -0.172740E+03  0.139650E+03 -0.183391E+03  0.139650E+03 -0.216623E+02   -209.979   -166.649   -446.990    1107
  1108.00000 -0.172717E+03  0.139661E+03 -0.183368E+03  0.139661E+03 -0.216634E+02   -213.355   -168.029   -447.178    1108
  1109.00000 -0.172700E+03  0.139669E+03 -0.183351E+03  0.139669E+03 -0.216644E+02   -213.771   -169.183   -447.365    1109
  1110.00000 -0.172685E+03  0.139675E+03 -0.183336E+03  0.139675E+03 -0.216655E+02   -214.019   -170.165   -447.552    1110
  1111.00000 -0.172652E+03  0.139690E+03 -0.183303E+03  0.139690E+03 -0.216666E+02   -220.003   -172.006   -447.739    1111
  1112.00000 -0.172641E+03  0.139695E+03 -0.183292E+03  0.139695E+03 -0.216676E+02   -217.360   -171.982   -447.926    1112
  1113.00000 -0.172619E+03  0.139704E+03 -0.183270E+03  0.139704E+03 -0.216687E+02   -220.164   -173.270   -448.112    1113
  1114.00000 -0.172597E+03  0.139714E+03 -0.183248E+03  0.139714E+03 -0.216698E+02   -222.272   -174.669   -448.299    1114
  1115.00000 -0.172576E+03  0.139724E+03 -0.183227E+03  0.139724E+03 -0.216708E+02   -223.804   -176.023   -448.485    1115
  1116.00000 -0.172566E+03  0.139733E+03 -0.183217E+03  0.139733E+03 -0.216719E+02   -222.208   -176.934   -448.670    1116
  1117.00000 -0.172551E+03  0.139739E+03 -0.183202E+03  0.139739E+03 -0.216730E+02   -223.481   -177.955   -448.856    1117
  1118.00000 -0.172534E+03  0.139747E+03 -0.183185E+03  0.139747E+03 -0.216740E+02   -225.260   -179.081   -449.041    1118
  1119.00000 -0.172514E+03  0.139756E+03 -0.183165E+03  0.139756E+03 -0.216751E+02   -227.344   -180.336   -449.226    1119
  1120.00000 -0.172489E+03  0.139767E+03 -0.183140E+03  0.139767E+03 -0.216762E+02   -230.692   -181.854   -449.410    1120
  1121.00000 -0.172470E+03  0.139776E+03 -0.183121E+03  0.139776E+03 -0.216772E+02   -231.399   -183.141   -449.594    1121
  1122.00000 -0.172439E+03  0.139790E+03 -0.183090E+03  0.139790E+03 -0.216783E+02   -236.544   -183.954   -449.778    1122
  1123.00000 -0.172405E+03  0.139805E+03 -0.183056E+03  0.139805E+03 -0.216793E+02   -241.091   -185.977   -449.962    1123
  1124.00000 -0.172382E+03  0.139815E+03 -0.183033E+03  0.139815E+03 -0.216804E+02   -240.986   -187.517   -450.146    1124
  1125.00000 -0.172442E+03  0.139820E+03 -0.183093E+03  0.139820E+03 -0.216814E+02   -216.403   -185.632   -450.329    1125
  1126.00000 -0.172421E+03  0.139829E+03 -0.183072E+03  0.139829E+03 -0.216825E+02   -231.067   -186.838   -450.512    1126
  1127.00000 -0.172405E+03  0.139836E+03 -0.183056E+03  0.139836E+03 -0.216835E+02   -233.630   -187.978   -450.694    1127
  1128.00000 -0.172378E+03  0.139848E+03 -0.183029E+03  0.139848E+03 -0.216846E+02   -239.114   -189.562   -450.877    1128
  1129.00000 -0.172345E+03  0.139863E+03 -0.182996E+03  0.139863E+03 -0.216856E+02   -244.953   -191.514   -451.059    1129
  1130.00000 -0.172325E+03  0.139872E+03 -0.182976E+03  0.139872E+03 -0.216867E+02   -244.687   -192.925   -451.241    1130
  1131.00000 -0.172961E+03  0.139879E+03 -0.183612E+03  0.139879E+03 -0.216877E+02   -130.986   -171.781   -451.422    1131
  1132.00000 -0.172951E+03  0.139883E+03 -0.183602E+03  0.139883E+03 -0.216888E+02   -180.786   -171.382   -451.603    1132
  1133.00000 -0.172935E+03  0.139890E+03 -0.183586E+03  0.139890E+03 -0.216898E+02   -193.854   -171.916   -451.784    1133
  1134.00000 -0.172916E+03  0.139899E+03 -0.183567E+03  0.139899E+03 -0.216909E+02   -203.156   -172.880   -451.965    1134
  1135.00000 -0.172900E+03  0.139906E+03 -0.183551E+03  0.139906E+03 -0.216919E+02   -208.465   -173.892   -452.146    1135
  1136.00000 -0.172882E+03  0.139914E+03 -0.183533E+03  0.139914E+03 -0.216929E+02   -213.460   -175.105   -452.326    1136
  1137.00000 -0.172851E+03  0.139928E+03 -0.183502E+03  0.139928E+03 -0.216940E+02   -220.460   -176.898   -452.506    1137
  1138.00000 -0.172809E+03  0.139947E+03 -0.183460E+03  0.139947E+03 -0.216950E+02   -228.967   -179.339   -452.686    1138
  1139.00000 -0.172748E+03  0.139974E+03 -0.183399E+03  0.139974E+03 -0.216960E+02   -241.533   -182.727   -452.865    1139
  1140.00000 -0.172716E+03  0.139988E+03 -0.183367E+03  0.139988E+03 -0.216971E+02   -240.616   -185.016   -453.044    1140
  1141.00000 -0.172686E+03  0.140002E+03 -0.183337E+03  0.140002E+03 -0.216981E+02   -242.065   -186.181   -453.223    1141
  1142.00000 -0.172644E+03  0.140020E+03 -0.183295E+03  0.140020E+03 -0.216991E+02   -248.878   -188.632   -453.402    1142
  1143.00000 -0.172577E+03  0.140051E+03 -0.183228E+03  0.140051E+03 -0.217002E+02   -264.995   -192.496   -453.581    1143
  1144.00000 -0.172499E+03  0.140085E+03 -0.183150E+03  0.140085E+03 -0.217012E+02   -281.491   -197.205   -453.759    1144
  1145.00000 -0.172454E+03  0.140106E+03 -0.183105E+03  0.140106E+03 -0.217022E+02   -278.732   -200.371   -453.937    1145
  1146.00000 -0.172406E+03  0.140127E+03 -0.183057E+03  0.140127E+03 -0.217032E+02   -282.786   -203.409   -454.115    1146
  1147.00000 -0.172364E+03  0.140146E+03 -0.183015E+03  0.140146E+03 -0.217043E+02   -284.465   -206.164   -454.292    1147
  1148.00000 -0.172335E+03  0.140159E+03 -0.182986E+03  0.140159E+03 -0.217053E+02   -281.704   -208.215   -454.469    1148
  1149.00000 -0.172296E+03  0.140177E+03 -0.182947E+03  0.140177E+03 -0.217063E+02   -286.810   -210.706   -454.646    1149
  1150.00000 -0.172262E+03  0.140192E+03 -0.182913E+03  0.140192E+03 -0.217073E+02   -288.347   -213.034   -454.823    1150
  1151.00000 -0.172227E+03  0.140208E+03 -0.182878E+03  0.140207E+03 -0.217084E+02   -291.496   -214.184   -455.000    1151
  1152.00000 -0.172172E+03  0.140232E+03 -0.182823E+03  0.140232E+03 -0.217094E+02   -305.661   -217.625   -455.176    1152
  1153.00000 -0.172115E+03  0.140258E+03 -0.182766E+03  0.140258E+03 -0.217104E+02   -318.026   -221.501   -455.352    1153
  1154.00000 -0.172072E+03  0.140277E+03 -0.182723E+03  0.140277E+03 -0.217114E+02   -319.196   -224.633   -455.528    1154
  1155.00000 -0.172021E+03  0.140300E+03 -0.182672E+03  0.140300E+03 -0.217124E+02   -329.080   -228.126   -455.704    1155
  1156.00000 -0.171981E+03  0.140317E+03 -0.182632E+03  0.140317E+03 -0.217134E+02   -329.140   -229.584   -455.879    1156
  1157.00000 -0.171947E+03  0.140333E+03 -0.182598E+03  0.140333E+03 -0.217144E+02   -328.953   -232.020   -456.054    1157
  1158.00000 -0.171904E+03  0.140352E+03 -0.182555E+03  0.140352E+03 -0.217154E+02   -337.553   -233.539   -456.229    1158
  1159.00000 -0.171847E+03  0.140378E+03 -0.182498E+03  0.140378E+03 -0.217165E+02   -354.729   -237.465   -456.404    1159
  1160.00000 -0.171804E+03  0.140397E+03 -0.182455E+03  0.140397E+03 -0.217175E+02   -356.434   -239.207   -456.578    1160
  1161.00000 -0.171729E+03  0.140431E+03 -0.182380E+03  0.140431E+03 -0.217185E+02   -392.093   -244.411   -456.752    1161
  1162.00000 -0.171661E+03  0.140461E+03 -0.182312E+03  0.140461E+03 -0.217195E+02   -410.738   -247.981   -456.926    1162
  1163.00000 -0.171615E+03  0.140482E+03 -0.182266E+03  0.140482E+03 -0.217205E+02   -404.428   -249.964   -457.100    1163
  1164.00000 -0.171494E+03  0.140536E+03 -0.182145E+03  0.140536E+03 -0.217215E+02   -526.704   -259.056   -457.274    1164
  1165.00000 -0.171431E+03  0.140565E+03 -0.182082E+03  0.140565E+03 -0.217225E+02   -499.193   -262.884   -457.447    1165
  1166.00000 -0.171376E+03  0.140589E+03 -0.182027E+03  0.140589E+03 -0.217235E+02   -495.705   -267.275   -457.620    1166
  1167.00000 -0.171325E+03  0.140612E+03 -0.181976E+03  0.140612E+03 -0.217245E+02   -495.632   -269.299   -457.793    1167
  1168.00000 -0.171258E+03  0.140642E+03 -0.181909E+03  0.140642E+03 -0.217255E+02   -538.400   -272.740   -457.966    1168
  1169.00000 -0.171193E+03  0.140671E+03 -0.181844E+03  0.140671E+03 -0.217265E+02   -564.797   -278.239   -458.138    1169
  1170.00000 -0.171081E+03  0.140721E+03 -0.181732E+03  0.140721E+03 -0.217275E+02   -766.988   -286.021   -458.311    1170
  1171.00000 -0.171032E+03  0.140775E+03 -0.181683E+03  0.140775E+03 -0.217285E+02   -664.664   -292.133   -458.483    1171
  1172.00000 -0.170955E+03  0.140871E+03 -0.181606E+03  0.140871E+03 -0.217294E+02   -788.111   -299.794   -458.654    1172
  1173.00000 -0.170899E+03  0.140947E+03 -0.181550E+03  0.140947E+03 -0.217304E+02   -791.026   -308.759   -458.826    1173
  1174.00000 -0.170855E+03  0.141013E+03 -0.181506E+03  0.141013E+03 -0.217314E+02   -774.085   -313.394   -458.997    1174
  1175.00000 -0.170823E+03  0.141067E+03 -0.181474E+03  0.141067E+03 -0.217324E+02   -736.988   -316.249   -459.169    1175
  1176.00000 -0.170786E+03  0.141137E+03 -0.181437E+03  0.141137E+03 -0.217334E+02   -756.334   -322.456   -459.340    1176
  1177.00000 -0.170754E+03  0.141202E+03 -0.181405E+03  0.141202E+03 -0.217344E+02   -754.970   -325.960   -459.510    1177
  1178.00000 -0.170725E+03  0.141266E+03 -0.181376E+03  0.141266E+03 -0.217354E+02   -753.148   -331.889   -459.681    1178
  1179.00000 -0.170708E+03  0.141307E+03 -0.181359E+03  0.141307E+03 -0.217364E+02   -710.692   -333.040   -459.851    1179
  1180.00000 -0.170692E+03  0.141351E+03 -0.181343E+03  0.141351E+03 -0.217373E+02   -692.846   -333.560   -460.021    1180
  1181.00000 -0.170660E+03  0.141461E+03 -0.181311E+03  0.141461E+03 -0.217383E+02   -752.085   -341.054   -460.191    1181
  1182.00000 -0.170623E+03  0.141629E+03 -0.181274E+03  0.141629E+03 -0.217393E+02   -843.122   -350.928   -460.361    1182
  1183.00000 -0.170599E+03  0.141766E+03 -0.181250E+03  0.141766E+03 -0.217403E+02   -856.877   -363.643   -460.530    1183
  1184.00000 -0.170577E+03  0.141922E+03 -0.181228E+03  0.141922E+03 -0.217413E+02   -887.777   -373.329   -460.699    1184
  1185.00000 -0.170559E+03  0.142089E+03 -0.181210E+03  0.142089E+03 -0.217422E+02   -920.598   -387.544   -460.868    1185
  1186.00000 -0.170531E+03  0.142347E+03 -0.181182E+03  0.142346E+03 -0.217432E+02  -1073.330   -405.191   -461.036    1186
  1187.00000 -0.170508E+03  0.142568E+03 -0.181159E+03  0.142568E+03 -0.217442E+02  -1205.130   -425.502   -461.204    1187
  1188.00000 -0.170478E+03  0.142857E+03 -0.181129E+03  0.142857E+03 -0.217452E+02  -1525.340   -451.061   -461.372    1188
  1189.00000 -0.170446E+03  0.143163E+03 -0.181097E+03  0.143163E+03 -0.217461E+02  -2062.330   -484.129   -461.538    1189
  1190.00000 -0.170423E+03  0.143401E+03 -0.181073E+03  0.143401E+03 -0.217471E+02  -2546.100   -521.873   -461.704    1190
  1191.00000 -0.170407E+03  0.143561E+03 -0.181058E+03  0.143561E+03 -0.217481E+02  -2773.650   -546.149   -461.867    1191
  1192.00000 -0.170558E+03  0.143654E+03 -0.181209E+03  0.143654E+03 -0.217490E+02   -600.651   -520.254   -462.030    1192
  1193.00000 -0.170547E+03  0.143793E+03 -0.181198E+03  0.143793E+03 -0.217500E+02  -1005.170   -526.118   -462.189    1193
  1194.00000 -0.170530E+03  0.144018E+03 -0.181181E+03  0.144018E+03 -0.217510E+02  -1276.600   -545.708   -462.343    1194
  1195.00000 -0.170514E+03  0.144253E+03 -0.181165E+03  0.144253E+03 -0.217519E+02  -1555.030   -579.613   -462.491    1195
  1196.00000 -0.178498E+03  0.144505E+03 -0.189149E+03  0.144505E+03 -0.217529E+02    -28.830   -271.512   -462.630    1196
  1197.00000 -0.178485E+03  0.144749E+03 -0.189136E+03  0.144749E+03 -0.217538E+02   -103.801   -212.663   -462.758    1197
  1198.00000 -0.178474E+03  0.144947E+03 -0.189125E+03  0.144947E+03 -0.217548E+02   -128.616   -205.385   -462.865    1198
  1199.00000 -0.178461E+03  0.145231E+03 -0.189112E+03  0.145231E+03 -0.217558E+02   -146.223   -205.349   -462.938    1199
  1200.00000 -0.178449E+03  0.145490E+03 -0.189100E+03  0.145490E+03 -0.217567E+02   -159.512   -207.841   -462.954    1200
  1201.00000 -0.178435E+03  0.145804E+03 -0.189086E+03  0.145804E+03 -0.217577E+02   -172.517   -211.777   -462.879    1201
  1202.00000 -0.178420E+03  0.146160E+03 -0.189071E+03  0.146160E+03 -0.217587E+02   -185.758   -217.700   -462.668    1202
  1203.00000 -0.178405E+03  0.146526E+03 -0.189056E+03  0.146526E+03 -0.217596E+02   -199.328   -224.961   -462.247    1203
  1204.00000 -0.178529E+03  0.146678E+03 -0.189180E+03  0.146678E+03 -0.217606E+02   -178.461   -224.899   -461.602    1204
  1205.00000 -0.178524E+03  0.146797E+03 -0.189175E+03  0.146796E+03 -0.217616E+02   -197.896   -226.644   -460.503    1205
  1206.00000 -0.178517E+03  0.146972E+03 -0.189168E+03  0.146972E+03 -0.217625E+02   -207.791   -229.023   -458.778    1206
  1207.00000 -0.178502E+03  0.147332E+03 -0.189153E+03  0.147332E+03 -0.217636E+02   -221.910   -235.276   -456.295    1207
  1208.00000 -0.178486E+03  0.147735E+03 -0.189137E+03  0.147735E+03 -0.217646E+02   -238.395   -244.852   -452.863    1208
  1209.00000 -0.178470E+03  0.148148E+03 -0.189121E+03  0.148148E+03 -0.217656E+02   -257.042   -255.980   -448.309    1209
  1210.00000 -0.178452E+03  0.148600E+03 -0.189103E+03  0.148600E+03 -0.217667E+02   -278.957   -269.477   -442.517    1210
  1211.00000 -0.178434E+03  0.149063E+03 -0.189085E+03  0.149063E+03 -0.217679E+02   -302.443   -283.802   -435.443    1211
  1212.00000 -0.178414E+03  0.149526E+03 -0.189065E+03  0.149526E+03 -0.217691E+02   -331.419   -299.596   -427.089    1212
  1213.00000 -0.178394E+03  0.149965E+03 -0.189045E+03  0.149965E+03 -0.217704E+02   -362.545   -316.248   -417.480    1213
  1214.00000 -0.178365E+03  0.150545E+03 -0.189016E+03  0.150545E+03 -0.217717E+02   -410.336   -337.432   -406.709    1214
  1215.00000 -0.178335E+03  0.151078E+03 -0.188986E+03  0.151078E+03 -0.217732E+02   -468.267   -364.337   -395.011    1215
  1216.00000 -0.186308E+03  0.151528E+03 -0.196959E+03  0.151528E+03 -0.217747E+02    -27.470   -269.538   -383.859    1216
  1217.00000 -0.186276E+03  0.152005E+03 -0.196927E+03  0.152005E+03 -0.217763E+02    -94.457   -258.201   -372.980    1217
  1218.00000 -0.186235E+03  0.152614E+03 -0.196886E+03  0.152614E+03 -0.217782E+02   -115.701   -264.484   -360.506    1218
  1219.00000 -0.186204E+03  0.153061E+03 -0.196855E+03  0.153061E+03 -0.217804E+02   -129.141   -270.555   -347.269    1219
  1220.00000 -0.186178E+03  0.153436E+03 -0.196829E+03  0.153436E+03 -0.217827E+02   -140.004   -275.952   -333.731    1220
  1221.00000 -0.186145E+03  0.153901E+03 -0.196796E+03  0.153901E+03 -0.217854E+02   -151.417   -282.672   -320.247    1221
  1222.00000 -0.186105E+03  0.154464E+03 -0.196756E+03  0.154464E+03 -0.217882E+02   -165.826   -293.838   -307.291    1222
  1223.00000 -0.186078E+03  0.154835E+03 -0.196729E+03  0.154835E+03 -0.217914E+02   -176.874   -303.697   -296.476    1223
  1224.00000 -0.186059E+03  0.155092E+03 -0.196710E+03  0.155092E+03 -0.217951E+02   -184.584   -309.137   -285.248    1224
  1225.00000 -0.186024E+03  0.155543E+03 -0.196675E+03  0.155543E+03 -0.217993E+02   -197.503   -317.889   -273.934    1225
  1226.00000 -0.185983E+03  0.156085E+03 -0.196634E+03  0.156085E+03 -0.218039E+02   -215.970   -331.166   -262.856    1226
  1227.00000 -0.185933E+03  0.156715E+03 -0.196584E+03  0.156715E+03 -0.218090E+02   -239.575   -349.545   -252.209    1227
  1228.00000 -0.185908E+03  0.157026E+03 -0.196559E+03  0.157026E+03 -0.218145E+02   -251.710   -363.731   -242.404    1228
  1229.00000 -0.185881E+03  0.157355E+03 -0.196532E+03  0.157355E+03 -0.218206E+02   -265.210   -373.524   -234.417    1229
  1230.00000 -0.185837E+03  0.157891E+03 -0.196488E+03  0.157891E+03 -0.218276E+02   -292.231   -391.008   -226.369    1230
  1231.00000 -0.185788E+03  0.158464E+03 -0.196439E+03  0.158464E+03 -0.218354E+02   -327.027   -413.471   -218.541    1231
  1232.00000 -0.185742E+03  0.159003E+03 -0.196393E+03  0.159003E+03 -0.218439E+02   -365.192   -438.077   -211.058    1232
  1233.00000 -0.185776E+03  0.159180E+03 -0.196427E+03  0.159180E+03 -0.218530E+02   -320.086   -441.919   -203.913    1233
  1234.00000 -0.185758E+03  0.159382E+03 -0.196409E+03  0.159382E+03 -0.218629E+02   -350.113   -448.431   -197.293    1234
  1235.00000 -0.185726E+03  0.159739E+03 -0.196377E+03  0.159739E+03 -0.218734E+02   -381.386   -462.889   -191.435    1235
  1236.00000 -0.193699E+03  0.160024E+03 -0.204350E+03  0.160024E+03 -0.218847E+02    -27.037   -395.473   -186.563    1236
  1237.00000 -0.193702E+03  0.160316E+03 -0.204353E+03  0.160316E+03 -0.218972E+02    -87.871   -389.226   -181.685    1237
  1238.00000 -0.193648E+03  0.160870E+03 -0.204299E+03  0.160870E+03 -0.219108E+02   -106.691   -401.974   -177.067    1238
  1239.00000 -0.193589E+03  0.161479E+03 -0.204240E+03  0.161479E+03 -0.219255E+02   -120.929   -420.048   -172.732    1239
  1240.00000 -0.193528E+03  0.162086E+03 -0.204179E+03  0.162086E+03 -0.219413E+02   -134.416   -442.094   -168.655    1240
  1241.00000 -0.193465E+03  0.162709E+03 -0.204116E+03  0.162709E+03 -0.219580E+02   -148.158   -465.320   -164.829    1241
  1242.00000 -0.193402E+03  0.163310E+03 -0.204053E+03  0.163310E+03 -0.219755E+02   -162.486   -489.341   -161.239    1242
  1243.00000 -0.193334E+03  0.163961E+03 -0.203985E+03  0.163961E+03 -0.219939E+02   -179.642   -516.736   -157.866    1243
  1244.00000 -0.193268E+03  0.164576E+03 -0.203918E+03  0.164576E+03 -0.220130E+02   -197.447   -545.604   -154.731    1244
  1245.00000 -0.193883E+03  0.164987E+03 -0.204534E+03  0.164987E+03 -0.220327E+02   -119.511   -553.335   -151.913    1245
  1246.00000 -0.193874E+03  0.165501E+03 -0.204525E+03  0.165501E+03 -0.220534E+02   -164.600   -573.515   -149.667    1246
  1247.00000 -0.193769E+03  0.165995E+03 -0.204420E+03  0.165995E+03 -0.220755E+02   -202.754   -598.560   -147.489    1247
  1248.00000 -0.193627E+03  0.166456E+03 -0.204278E+03  0.166456E+03 -0.220986E+02   -247.323   -624.621   -145.453    1248
  1249.00000 -0.193423E+03  0.166923E+03 -0.204074E+03  0.166923E+03 -0.221229E+02   -334.683   -688.742   -143.565    1249
  1250.00000 -0.193204E+03  0.167226E+03 -0.203855E+03  0.167226E+03 -0.221480E+02   -478.657   -744.318   -141.817    1250
  1251.00000 -0.192941E+03  0.167432E+03 -0.203591E+03  0.167432E+03 -0.221741E+02  -1031.370   -741.010   -140.196    1251
  1252.00000 -0.192589E+03  0.167550E+03 -0.203240E+03  0.167550E+03 -0.222010E+02 -14777.500   -524.707   -138.697    1252
  1253.00000 -0.192465E+03  0.167550E+03 -0.203116E+03  0.167550E+03 -0.222285E+02  -4483.830   -326.218   -137.292    1253
  1254.00000 -0.191849E+03  0.167550E+03 -0.202840E+03  0.167550E+03 -0.222568E+02-100000.000   -442.239   -135.980    1254
  1255.00000 -0.191363E+03  0.167550E+03 -0.202703E+03  0.167550E+03 -0.222857E+02-100000.000   -579.105   -134.770    1255
  1256.00000 -0.191096E+03  0.167550E+03 -0.202581E+03  0.167550E+03 -0.223153E+02-100000.000   -920.429   -133.639    1256
  1257.00000 -0.190660E+03  0.167550E+03 -0.202471E+03  0.167550E+03 -0.223456E+02-100000.000   -324.281   -132.586    1257
  1258.00000 -0.190162E+03  0.167550E+03 -0.202370E+03  0.167550E+03 -0.223763E+02-100000.000   -323.826   -131.600    1258
  1259.00000 -0.189641E+03  0.167552E+03 -0.202277E+03  0.167552E+03 -0.224076E+02-100000.000  -4603.170   -130.677    1259
